ID,PlayerName,Rating,Club,Nation,NationTop,Card,League,LeagueTop,SkillMoves,WeakFoot,StrongFoot,Position,WorkRateAtk,WorkRateDef,HeightCm,HeightIn,WeightKg,WeightLb,Popularity,IGS_base,IGS_total,Reputation,BodyType,DOB,DateAdded,PAC,Acceleration,SprintSpeed,SHO,Positioning,Finishing,ShotPower,LongShots,Volleys,Penalties,PAS,Vision,Crossing,FKAccuracy,ShortPassing,LongPassing,Curve,DRI,Agility,Balance,Reactions,BallControl,Dribbling,Composure,DEF,Interceptions,HeadingAccuracy,DefAwareness,StandingTackle,SlidingTackle,PHY,Jumping,Stamina,Strength,Aggression,GK_DIVING,GK_Diving,GK_HANDLING,GK_Handling,GK_KICKING,GK_Kicking,GK_REFLEXES,GK_Reflexes,GK_SPEED,GK_Acceleration,GK_SprintSpeed,GK_POSITIONING,GK_Positioning,isGK,PlayerURL
2335,Ivušic,78,Croatia,Croatia,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,195,77,71,157,3,418,819,1,High&Average,1995-02-01,2022-11-11,76,47,45,75,7,9,50,6,7,12,71,45,12,12,18,25,13,76,56,48,73,18,12,37,46,8,10,20,13,11,74,70,36,66,33,76.0,76.0,75.0,75.0,71.0,71.0,76.0,76.0,46.0,47.0,45.0,74.0,74.0,True,https://www.futbin.com/23/player/49498
2347,Domínguez,78,Ecuador,Ecuador,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,195,77,81,179,1,421,958,1,High&Average+,1987-06-05,2022-11-11,75,39,40,73,15,11,54,13,15,17,77,64,13,15,37,39,27,77,30,33,69,32,20,67,39,24,23,26,21,22,80,63,25,73,31,75.0,75.0,73.0,73.0,77.0,77.0,77.0,77.0,39.0,39.0,40.0,80.0,80.0,True,https://www.futbin.com/23/player/49510
2362,Seny Dieng,78,Senegal,Senegal,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,193,76,90,198,4,421,817,1,High&Average,1994-11-23,2022-11-11,75,43,45,73,6,9,53,5,8,8,75,50,7,8,45,45,31,80,34,33,72,20,10,44,44,11,20,8,9,14,74,66,26,63,24,75.0,75.0,73.0,73.0,75.0,75.0,80.0,80.0,44.0,43.0,45.0,74.0,74.0,True,https://www.futbin.com/23/player/49525
2390,Gastón Olveira,78,Uruguay,Uruguay,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,191,75,80,176,1,390,629,1,High&Average,1993-04-21,2022-11-11,78,20,29,80,6,8,40,5,8,12,58,41,13,12,25,19,13,76,27,29,70,15,11,34,24,12,12,9,12,10,74,35,18,63,21,78.0,78.0,80.0,80.0,58.0,58.0,76.0,76.0,24.0,20.0,29.0,74.0,74.0,True,https://www.futbin.com/23/player/49553
2397,Bum Keun Song,78,South Korea,Korea Republic,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,194,76,88,194,0,406,733,1,High&Average,1997-10-15,2022-11-11,77,30,33,73,17,17,50,16,16,15,72,55,12,13,14,26,11,79,31,24,68,19,15,58,31,11,18,23,13,12,74,31,22,40,23,77.0,77.0,73.0,73.0,72.0,72.0,79.0,79.0,31.0,30.0,33.0,74.0,74.0,True,https://www.futbin.com/23/player/49560
2400,Eiji Kawashima,78,Japan,Japan,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,185,73,82,181,0,428,870,2,High&Average,1983-03-20,2022-11-11,77,47,46,76,11,14,54,19,13,24,76,29,17,14,33,33,13,76,61,45,70,28,12,44,47,19,14,10,13,12,76,69,30,60,16,77.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,47.0,47.0,46.0,76.0,76.0,True,https://www.futbin.com/23/player/49563
2420,Kim,78,South Korea,Korea Republic,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,192,76,82,181,0,417,770,1,High&Average,1987-07-06,2022-11-11,77,41,38,74,16,13,46,15,13,15,67,57,20,13,12,22,11,78,45,43,65,24,14,12,40,15,19,11,13,12,81,68,33,50,14,77.0,77.0,74.0,74.0,67.0,67.0,78.0,78.0,40.0,41.0,38.0,81.0,81.0,True,https://www.futbin.com/23/player/49583
2422,Thomas Kaminski,78,Belgium,Belgium,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,188,74,70,154,1,431,929,1,High&Average+,1992-10-23,2022-11-11,77,51,49,80,18,14,52,15,17,24,73,53,18,17,40,46,11,79,59,42,69,16,11,47,50,17,10,17,11,17,72,66,31,62,29,77.0,77.0,80.0,80.0,73.0,73.0,79.0,79.0,50.0,51.0,49.0,72.0,72.0,True,https://www.futbin.com/23/player/49585
2423,Danny Vukovic,78,Australia,Australia,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,187,74,95,209,0,432,881,1,High&Stocky,1985-03-27,2022-11-11,76,59,53,75,6,17,47,13,11,37,69,36,11,13,25,12,15,78,41,58,68,18,11,33,57,17,16,23,15,11,77,68,32,74,41,76.0,76.0,75.0,75.0,69.0,69.0,78.0,78.0,57.0,59.0,53.0,77.0,77.0,True,https://www.futbin.com/23/player/49586
2425,Richard Ofori,78,Ghana,Ghana,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,185,73,79,174,1,434,1112,1,High&Average,1993-11-01,2022-11-11,78,42,50,75,11,18,58,20,12,59,80,40,20,25,45,39,36,77,54,64,65,38,28,56,45,19,15,24,21,22,79,84,30,72,45,78.0,78.0,75.0,75.0,80.0,80.0,77.0,77.0,45.0,42.0,50.0,79.0,79.0,True,https://www.futbin.com/23/player/49588
2434,Radosław Majecki,78,Poland,Poland,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,193,76,78,172,2,410,804,1,High&Average,1999-11-16,2022-11-11,76,31,37,75,11,19,50,16,19,13,71,41,12,13,29,15,10,78,39,29,68,28,27,43,33,23,12,8,24,25,77,37,23,61,41,76.0,76.0,75.0,75.0,71.0,71.0,78.0,78.0,33.0,31.0,37.0,77.0,77.0,True,https://www.futbin.com/23/player/49597
2436,Vanja Milinković-Savić,78,Serbia,Serbia,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,202,80,90,198,5,440,1034,1,High&Average,1997-02-20,2022-11-11,78,45,49,76,12,20,59,45,16,24,82,58,18,59,31,30,55,78,38,38,63,18,15,65,47,21,12,11,15,19,79,58,33,73,34,78.0,78.0,76.0,76.0,82.0,82.0,78.0,78.0,47.0,45.0,49.0,79.0,79.0,True,https://www.futbin.com/23/player/49599
2462,David von Ballmoos,78,Switzerland,Switzerland,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,192,76,90,198,0,443,979,1,High&Average,1994-12-30,2022-11-11,79,55,50,79,19,16,56,15,20,28,77,42,16,13,35,27,19,78,51,53,66,24,22,61,53,26,13,11,20,18,77,67,37,74,25,79.0,79.0,79.0,79.0,77.0,77.0,78.0,78.0,53.0,55.0,50.0,77.0,77.0,True,https://www.futbin.com/23/player/49625
2467,Bingourou Kamara,78,Senegal,Senegal,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,196,77,92,203,1,423,821,1,High&Average,1996-10-21,2022-11-11,79,43,47,76,11,12,47,19,15,22,69,26,12,16,15,15,13,77,28,42,65,21,19,51,45,20,20,8,15,14,77,79,32,77,17,79.0,79.0,76.0,76.0,69.0,69.0,77.0,77.0,45.0,43.0,47.0,77.0,77.0,True,https://www.futbin.com/23/player/49630
2470,Peter Vindahl Jensen,78,Denmark,Denmark,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,196,77,87,192,1,422,956,1,High&Average,1998-02-16,2022-11-11,80,47,35,72,16,15,51,15,15,17,74,53,15,15,44,40,20,78,42,45,69,36,20,56,42,22,20,22,18,18,76,55,35,65,35,80.0,80.0,72.0,72.0,74.0,74.0,78.0,78.0,42.0,47.0,35.0,76.0,76.0,True,https://www.futbin.com/23/player/49633
2474,Jonas Lössl,78,Denmark,Denmark,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,195,77,89,196,1,424,849,1,High&Average,1989-02-01,2022-11-11,78,44,39,78,10,12,52,15,11,12,74,57,14,13,33,48,14,77,32,30,64,20,15,56,42,20,17,20,13,15,75,51,35,70,17,78.0,78.0,78.0,78.0,74.0,74.0,77.0,77.0,42.0,44.0,39.0,75.0,75.0,True,https://www.futbin.com/23/player/49637
2487,Wayne Hennessey,78,Wales,Wales,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,198,78,90,198,1,434,860,2,High&Average+,1987-01-24,2022-11-11,80,43,44,78,14,12,58,10,10,17,80,58,11,11,29,41,12,75,48,51,66,23,8,55,43,22,14,13,18,13,78,41,29,68,21,80.0,80.0,78.0,78.0,80.0,80.0,75.0,75.0,43.0,43.0,44.0,78.0,78.0,True,https://www.futbin.com/23/player/49650
2496,Seung Gyu Kim,78,South Korea,Korea Republic,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,187,74,78,172,2,423,897,2,High&Average,1990-09-30,2022-11-11,78,42,42,72,16,12,50,20,14,12,73,59,14,12,45,25,16,80,38,58,66,25,13,60,42,25,11,15,18,12,78,68,35,47,27,78.0,78.0,72.0,72.0,73.0,73.0,80.0,80.0,42.0,42.0,42.0,78.0,78.0,True,https://www.futbin.com/23/player/49659
2498,Ivo Grbić,78,Croatia,Croatia,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,195,77,93,205,1,416,740,1,High&Average,1996-01-18,2022-11-11,79,35,25,74,9,9,55,7,8,19,76,40,14,13,35,32,20,79,24,24,69,21,15,30,31,12,11,11,13,12,77,58,25,68,26,79.0,79.0,74.0,74.0,76.0,76.0,79.0,79.0,31.0,35.0,25.0,77.0,77.0,True,https://www.futbin.com/23/player/49661
2504,Tagnaouti,78,Morocco,Morocco,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,192,76,85,187,4,418,848,1,High&Average,1996-04-05,2022-11-11,77,42,45,75,10,8,50,12,15,20,72,42,16,10,25,20,16,76,30,60,70,20,19,40,43,17,16,15,12,10,75,70,32,71,35,77.0,77.0,75.0,75.0,72.0,72.0,76.0,76.0,43.0,42.0,45.0,75.0,75.0,True,https://www.futbin.com/23/player/49667
2506,Hyeon Woo Jo,78,South Korea,Korea Republic,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,189,74,75,165,1,432,876,1,High&Average+,1991-09-25,2022-11-11,78,56,54,75,12,18,47,14,18,19,66,61,11,15,28,23,19,83,31,53,71,18,12,63,55,17,16,29,18,16,75,56,29,33,19,78.0,78.0,75.0,75.0,66.0,66.0,83.0,83.0,55.0,56.0,54.0,75.0,75.0,True,https://www.futbin.com/23/player/49669
2518,Sung Yun Gu,78,South Korea,Korea Republic,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,195,77,82,181,-1,397,744,1,High&Average+,1994-06-27,2022-11-11,77,25,30,71,17,16,46,15,17,16,67,43,11,15,19,21,11,81,23,25,72,20,14,54,27,22,15,12,13,14,74,40,30,62,26,77.0,77.0,71.0,71.0,67.0,67.0,81.0,81.0,27.0,25.0,30.0,74.0,74.0,True,https://www.futbin.com/23/player/49681
2519,Lawrence Ati Zigi,78,Ghana,Ghana,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,188,74,87,192,8,423,893,1,High&Average,1996-11-29,2022-11-11,81,52,38,70,17,18,48,20,9,24,70,42,14,23,22,25,20,82,38,57,67,24,11,48,46,21,20,11,15,23,74,59,32,73,22,81.0,81.0,70.0,70.0,70.0,70.0,82.0,82.0,46.0,52.0,38.0,74.0,74.0,True,https://www.futbin.com/23/player/49682
2541,Zniti,78,Morocco,Morocco,Other,fut23 wc playergold rare,WC,OTHER,1,4,Right,GK,M,M,182,72,78,172,4,419,929,1,Average,1988-10-28,2022-11-11,76,40,41,76,12,18,53,15,12,29,75,48,15,12,27,30,20,77,32,65,71,30,26,54,40,22,12,20,13,14,75,63,35,70,30,76.0,76.0,76.0,76.0,75.0,75.0,77.0,77.0,40.0,40.0,41.0,75.0,75.0,True,https://www.futbin.com/23/player/49704
2547,Adam Davies,78,Wales,Wales,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,185,73,80,176,0,425,789,1,High&Average,1992-07-17,2022-11-11,78,46,46,74,8,11,50,15,13,23,72,40,12,18,25,13,16,78,39,40,68,16,12,47,46,15,16,18,16,13,77,46,29,47,31,78.0,78.0,74.0,74.0,72.0,72.0,78.0,78.0,46.0,46.0,46.0,77.0,77.0,True,https://www.futbin.com/23/player/49710
2554,Davy Roef,78,Belgium,Belgium,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,187,74,87,192,1,442,939,1,High&Average,1994-02-06,2022-11-11,79,57,52,78,11,14,54,12,14,30,76,53,11,19,37,53,11,77,45,49,70,25,18,46,55,12,11,12,11,18,77,65,33,68,28,79.0,79.0,78.0,78.0,76.0,76.0,77.0,77.0,55.0,57.0,52.0,77.0,77.0,True,https://www.futbin.com/23/player/49717
2579,Ben Mustapha,78,Tunisia,Tunisia,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,194,76,83,183,1,426,852,1,High&Average,1989-07-01,2022-11-11,76,52,52,77,14,13,45,13,13,21,65,53,13,11,23,18,11,75,33,45,61,21,14,57,52,21,16,19,14,15,81,56,40,64,24,76.0,76.0,77.0,77.0,65.0,65.0,75.0,75.0,52.0,52.0,52.0,81.0,81.0,True,https://www.futbin.com/23/player/49742
2589,Pedro Ortíz,78,Ecuador,Ecuador,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,188,74,87,192,1,411,718,1,High&Average,1990-02-19,2022-11-11,79,32,27,75,5,8,52,6,5,10,73,65,10,12,19,17,12,79,31,33,63,14,9,35,30,14,12,7,11,10,75,80,20,82,17,79.0,79.0,75.0,75.0,73.0,73.0,79.0,79.0,30.0,32.0,27.0,75.0,75.0,True,https://www.futbin.com/23/player/49752
2594,Alvarado,78,Costa Rica,Costa Rica,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,192,76,85,187,1,433,903,1,High&Average,1989-04-28,2022-11-11,79,57,58,71,12,18,50,19,12,20,73,35,14,11,22,29,11,80,58,44,68,21,13,45,57,18,17,10,12,13,73,69,40,62,45,79.0,79.0,71.0,71.0,73.0,73.0,80.0,80.0,57.0,57.0,58.0,73.0,73.0,True,https://www.futbin.com/23/player/49757
2612,Ethan Horvath,78,USA,United States,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,195,77,83,183,3,421,843,1,High&Average,1995-06-09,2022-11-11,84,53,54,72,11,17,43,19,14,11,62,50,11,17,31,30,16,82,54,32,72,22,16,31,53,10,13,14,9,8,68,64,30,64,27,84.0,84.0,72.0,72.0,62.0,62.0,82.0,82.0,53.0,53.0,54.0,68.0,68.0,True,https://www.futbin.com/23/player/49775
2614,Sluga,78,Croatia,Croatia,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,191,75,81,179,1,438,941,1,High&Average,1993-03-17,2022-11-11,75,60,54,74,11,12,53,16,18,16,77,40,16,15,30,40,20,78,58,36,67,23,19,58,58,19,12,19,22,21,76,61,38,62,25,75.0,75.0,74.0,74.0,77.0,77.0,78.0,78.0,58.0,60.0,54.0,76.0,76.0,True,https://www.futbin.com/23/player/49777
2615,Kamil Grabara,78,Poland,Poland,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,195,77,85,187,-2,434,944,1,High&Average,1999-01-08,2022-11-11,80,46,46,77,14,14,52,15,12,20,73,52,15,20,41,40,18,79,44,45,63,28,18,52,46,22,21,24,18,17,79,50,36,68,33,80.0,80.0,77.0,77.0,73.0,73.0,79.0,79.0,46.0,46.0,46.0,79.0,79.0,True,https://www.futbin.com/23/player/49778
2617,Munir Mohand Mohamedi,78,Morocco,Morocco,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,190,75,89,196,0,436,967,1,High&Average,1989-05-10,2022-11-11,78,52,49,77,15,19,51,11,13,25,72,42,21,16,30,33,25,80,43,44,67,31,19,50,51,22,23,15,21,18,78,65,43,77,27,78.0,78.0,77.0,77.0,72.0,72.0,80.0,80.0,51.0,52.0,49.0,78.0,78.0,True,https://www.futbin.com/23/player/49780
2627,Galíndez,78,Ecuador,Ecuador,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,188,74,90,198,2,421,809,1,High&Average,1987-03-30,2022-11-11,78,37,34,75,18,15,51,13,10,20,72,42,11,13,22,33,14,78,38,28,68,21,13,51,36,26,11,14,11,14,82,54,28,76,23,78.0,78.0,75.0,75.0,72.0,72.0,78.0,78.0,36.0,37.0,34.0,82.0,82.0,True,https://www.futbin.com/23/player/49790
2631,Orozco,78,Mexico,Mexico,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,184,72,81,179,1,450,1231,1,Average,1986-05-12,2022-11-11,73,63,63,77,18,20,59,18,15,25,83,70,20,16,59,65,19,74,70,64,73,39,29,70,63,19,15,29,19,25,80,84,45,75,45,73.0,73.0,77.0,77.0,83.0,83.0,74.0,74.0,63.0,63.0,63.0,80.0,80.0,True,https://www.futbin.com/23/player/49794
2646,Sean Johnson,78,USA,United States,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,190,75,98,216,-2,426,937,1,High&Average,1989-05-31,2022-11-11,78,46,47,72,13,12,53,20,17,16,74,35,13,19,43,46,13,81,44,52,73,20,19,50,46,18,14,16,15,15,75,71,35,72,30,78.0,78.0,72.0,72.0,74.0,74.0,81.0,81.0,46.0,46.0,47.0,75.0,75.0,True,https://www.futbin.com/23/player/49809
2650,Moreira,78,Costa Rica,Costa Rica,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,176,69,73,161,0,425,856,1,Average,1990-04-02,2022-11-11,78,36,56,74,13,12,52,16,13,16,75,34,14,12,40,35,17,75,43,63,66,20,15,51,44,15,13,15,11,12,79,57,35,63,11,78.0,78.0,74.0,74.0,75.0,75.0,75.0,75.0,44.0,36.0,56.0,79.0,79.0,True,https://www.futbin.com/23/player/49813
2653,Oliver Christensen,78,Denmark,Denmark,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,190,75,82,181,6,420,826,1,High&Average,1999-03-22,2022-11-11,81,43,44,74,6,5,45,6,5,10,66,65,10,11,47,44,16,78,33,34,58,19,16,47,43,13,9,14,13,11,78,64,42,64,32,81.0,81.0,74.0,74.0,66.0,66.0,78.0,78.0,43.0,43.0,44.0,78.0,78.0,True,https://www.futbin.com/23/player/49816
2657,Dayne St. Clair,78,Canada,Canada,Other,fut23 wc playergold rare,WC,OTHER,1,3,Left,GK,M,M,190,75,75,165,-1,400,635,1,High&Average+,1997-05-09,2022-11-11,77,32,31,72,5,5,42,8,6,10,61,38,14,13,16,26,10,82,39,21,72,19,9,39,32,9,11,8,10,12,76,30,26,47,27,77.0,77.0,72.0,72.0,61.0,61.0,82.0,82.0,32.0,32.0,31.0,76.0,76.0,True,https://www.futbin.com/23/player/49820
2659,Maxime Crépeau,78,Canada,Canada,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,180,71,88,194,1,436,991,1,Stocky,1994-05-11,2022-11-11,76,53,51,76,7,17,53,14,19,23,73,55,19,14,34,46,16,81,43,40,70,45,19,63,52,20,14,10,17,17,78,67,42,69,34,76.0,76.0,76.0,76.0,73.0,73.0,81.0,81.0,52.0,53.0,51.0,78.0,78.0,True,https://www.futbin.com/23/player/49822
2661,Dong Joon Kim,78,South Korea,Korea Republic,Other,fut23 wc playergold rare,WC,OTHER,1,3,Right,GK,M,M,189,74,85,187,0,428,900,1,High&Average,1994-12-19,2022-11-11,78,49,49,75,18,17,49,16,17,18,71,48,13,12,40,22,13,80,40,56,64,18,13,62,49,19,18,12,15,23,75,61,42,44,32,78.0,78.0,75.0,75.0,71.0,71.0,80.0,80.0,49.0,49.0,49.0,75.0,75.0,True,https://www.futbin.com/23/player/49824
2680,Zack Steffen,77,Middlesbrough,United States,Other,fut23 gold common,ENG 2,OTHER,1,3,Right,GK,M,M,191,75,86,190,8,435,996,1,High&Stocky,1995-04-02,2022-09-16,79,54,52,74,9,9,56,12,8,37,75,58,14,11,52,52,13,82,58,49,71,31,15,56,53,19,13,13,12,12,72,71,39,69,31,79.0,79.0,74.0,74.0,75.0,75.0,82.0,82.0,53.0,54.0,52.0,72.0,72.0,True,https://www.futbin.com/23/player/26628
2763,Giorgi Mamardashvili,77,Valencia CF,Georgia,Other,fut23 gold common,ESP 1,ESP 1,1,3,Left,GK,M,M,199,78,88,194,30,438,716,1,High&Average+,2000-09-29,2022-09-18,79,48,48,78,8,9,56,7,7,11,74,34,13,10,15,15,11,79,35,26,58,22,11,26,48,8,14,5,12,10,80,53,45,74,25,79.0,79.0,78.0,78.0,74.0,74.0,79.0,79.0,48.0,48.0,48.0,80.0,80.0,True,https://www.futbin.com/23/player/27317
2780,Pepe Reina,77,Villarreal CF,Spain,Spain,fut23 gold common,ESP 1,ESP 1,1,3,Right,GK,M,M,188,74,92,203,7,431,989,3,Unique,1982-08-31,2022-09-18,75,43,49,77,13,14,59,15,11,24,79,65,11,11,37,39,11,76,50,60,72,23,10,64,45,22,13,20,22,24,79,71,34,70,32,75.0,75.0,77.0,77.0,79.0,79.0,76.0,76.0,45.0,43.0,49.0,79.0,79.0,True,https://www.futbin.com/23/player/27334
2785,Aitor Fernández,77,CA Osasuna,Spain,Spain,fut23 gold common,ESP 1,ESP 1,1,2,Right,GK,M,M,182,72,78,172,1,430,969,1,Average,1991-05-03,2022-09-18,78,58,53,74,15,12,50,12,15,24,66,48,30,14,38,35,34,80,54,48,76,14,22,55,56,24,20,14,13,12,76,74,42,48,15,78.0,78.0,74.0,74.0,66.0,66.0,80.0,80.0,56.0,58.0,53.0,76.0,76.0,True,https://www.futbin.com/23/player/27339
2786,Marvin Schwäbe,77,1. FC Köln,Germany,Germany,fut23 gold common,GER 1,GER 1,1,3,Right,GK,M,M,190,75,86,190,17,430,1022,1,High&Average,1995-04-25,2022-09-18,77,49,43,73,12,15,59,17,15,28,78,66,21,9,53,49,20,80,45,46,71,39,20,61,47,17,15,21,16,17,75,64,36,70,28,77.0,77.0,73.0,73.0,78.0,78.0,80.0,80.0,47.0,49.0,43.0,75.0,75.0,True,https://www.futbin.com/23/player/27340
2789,Kritsyuk,77,Gil Vicente,Russia,Other,fut23 gold common,POR 1,OTHER,1,2,Right,GK,M,M,192,76,85,187,10,429,864,1,High&Average,1990-12-01,2022-09-18,77,49,47,78,18,19,55,14,12,14,73,35,20,20,31,21,12,78,36,41,73,23,13,24,48,16,17,15,15,13,75,69,37,67,38,77.0,77.0,78.0,78.0,73.0,73.0,78.0,78.0,48.0,49.0,47.0,75.0,75.0,True,https://www.futbin.com/23/player/27343
2793,Jean Butez,77,Royal Antwerp FC,France,France,fut23 gold common,BEL 1,OTHER,1,4,Right,GK,M,M,188,74,86,190,0,428,934,1,High&Average,1995-06-08,2022-09-18,76,49,40,76,20,17,58,11,17,21,77,60,14,14,38,56,13,79,37,54,73,31,30,27,45,17,20,13,12,13,75,58,42,58,21,76.0,76.0,76.0,76.0,77.0,77.0,79.0,79.0,45.0,49.0,40.0,75.0,75.0,True,https://www.futbin.com/23/player/27347
2797,Andre Blake,77,Philadelphia,Jamaica,Other,fut23 gold common,MLS,OTHER,1,2,Right,GK,M,M,188,74,79,174,12,427,879,2,High&Average,1990-11-21,2022-09-18,79,43,49,70,12,13,56,11,11,19,74,11,12,12,32,33,24,81,48,42,71,28,11,55,45,15,24,14,14,13,78,70,41,68,27,79.0,79.0,70.0,70.0,74.0,74.0,81.0,81.0,45.0,43.0,49.0,78.0,78.0,True,https://www.futbin.com/23/player/27351
2804,Robert Sanchéz,77,Brighton,Spain,Spain,fut23 gold common,ENG 1,ENG 1,1,4,Right,GK,M,M,197,78,85,187,14,426,935,1,High&Average,1997-11-18,2022-09-18,78,45,44,75,12,14,53,16,15,15,71,58,12,14,46,50,12,80,31,35,71,37,15,62,45,8,15,18,13,15,77,70,40,66,33,78.0,78.0,75.0,75.0,71.0,71.0,80.0,80.0,45.0,45.0,44.0,77.0,77.0,True,https://www.futbin.com/23/player/27358
2809,Benjamin Lecomte,77,RCD Espanyol,France,France,fut23 gold common,ESP 1,ESP 1,1,3,Left,GK,M,M,186,73,78,172,12,424,840,2,High&Average,1991-04-26,2022-09-18,78,44,40,74,10,11,56,10,10,20,75,41,13,19,22,25,20,78,36,30,75,23,11,63,42,24,10,17,11,12,77,62,34,68,23,78.0,78.0,74.0,74.0,75.0,75.0,78.0,78.0,42.0,44.0,40.0,77.0,77.0,True,https://www.futbin.com/23/player/27363
2822,Illan Meslier,77,Leeds United,France,France,fut23 gold common,ENG 1,ENG 1,1,3,Left,GK,M,M,196,77,74,163,32,419,907,1,High&Average+,2000-03-02,2022-09-18,79,37,40,76,8,11,55,17,9,11,73,61,18,10,50,50,12,81,42,25,73,35,20,69,38,19,15,22,17,19,72,42,40,53,27,79.0,79.0,76.0,76.0,73.0,73.0,81.0,81.0,38.0,37.0,40.0,72.0,72.0,True,https://www.futbin.com/23/player/27376
2823,Alfred Gomis,77,Rennes,Senegal,Other,fut23 gold common,FRA 1,FRA 1,1,3,Right,GK,M,M,196,77,80,176,13,418,942,1,High&Average,1993-09-05,2022-09-18,77,43,41,76,16,16,53,15,11,23,71,61,15,12,34,41,12,76,60,54,73,24,15,57,42,21,11,18,14,10,76,78,33,65,16,77.0,77.0,76.0,76.0,71.0,71.0,76.0,76.0,42.0,43.0,41.0,76.0,76.0,True,https://www.futbin.com/23/player/27377
2835,Matt Turner,77,Arsenal,United States,Other,fut23 gold common,ENG 1,ENG 1,1,2,Right,GK,M,M,191,75,79,174,26,412,869,1,High&Average+,1994-06-24,2022-09-18,76,38,39,75,15,15,50,18,16,14,67,55,13,14,24,29,13,77,48,42,74,24,16,59,38,27,14,11,11,11,79,55,35,64,25,76.0,76.0,75.0,75.0,67.0,67.0,77.0,77.0,38.0,38.0,39.0,79.0,79.0,True,https://www.futbin.com/23/player/27389
2853,Rafał Gikiewicz,77,FC Augsburg,Poland,Other,fut23 gold common,GER 1,GER 1,1,2,Right,GK,M,M,190,75,81,179,21,400,807,2,High&Average,1987-10-26,2022-09-18,79,27,29,72,12,13,48,13,15,19,64,48,18,12,24,20,19,81,38,40,77,19,18,31,28,12,39,13,14,13,76,66,20,68,22,79.0,79.0,72.0,72.0,64.0,64.0,81.0,81.0,28.0,27.0,29.0,76.0,76.0,True,https://www.futbin.com/23/player/27407
2868,Jorge Pinos,77,Ecuador,Ecuador,Other,fut23 wc playergold rare,WC,OTHER,1,2,Right,GK,M,M,187,74,85,187,0,412,734,1,High&Average,1989-10-03,2022-11-11,75,45,30,75,10,10,50,10,10,10,74,29,14,12,18,15,13,76,45,42,66,13,11,43,39,15,14,10,13,13,73,59,30,59,25,75.0,75.0,75.0,75.0,74.0,74.0,76.0,76.0,39.0,45.0,30.0,73.0,73.0,True,https://www.futbin.com/23/player/49830
2871,James Pantemis,77,Canada,Canada,Other,fut23 wc playergold rare,WC,OTHER,1,1,Left,GK,M,M,191,75,79,174,0,404,700,1,High&Average,1997-02-21,2022-11-11,73,48,40,73,4,6,39,9,5,10,61,30,14,10,25,25,13,76,27,33,64,12,9,39,45,12,13,8,12,14,76,62,34,60,23,73.0,73.0,73.0,73.0,61.0,61.0,76.0,76.0,45.0,48.0,40.0,76.0,76.0,True,https://www.futbin.com/23/player/49833
